;Substance;code;primary_code;Lvl4;Lvl3;Lvl2;Lvl1;Class1;Class2;Class3;Class4
2945;tiaramide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5918;tiapamil;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5917;tiamizide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4274;thyroxine i 125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3138;thyroglobulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4011;thymus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4479;thymus gland;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5916;thymostimulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4732;thymomodulin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2705;thymol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3768;thymine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5915;thymidine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2837;thymalfasin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5914;thuja spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2265;thrombomodulin alfa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5061;thiouracil;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5328;thiotriazoline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6310;thiosalicylic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5912;thiophene;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5456;thiomucase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5455;thioctamide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6849;thiobutabarbital;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6848;thiazinamium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2717;thiamylal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6309;thermopsis spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2787;theobroma spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5677;thenyldiamine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5327;thenoic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3480;thebaine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5911;tezacitabine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5454;teucrium spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4127;tetroxoprim;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6847;tetridamine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5910;tetrathiomolybdate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5326;tetrandrine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4344;tetramisole;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5176;tetralin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4128;tetrahydropalmatine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4207;tetradium spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6846;tetrachlorodecaoxide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5952;testudines spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5175;testolactone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4384;testis extract;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5325;tesevatinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3784;tesetaxel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5909;tesaglitazar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6308;terutroban;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6036;terpineol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4472;terpin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5060;ternidazole;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4153;terminalia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5676;teplizumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6448;tephrosia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4509;tenatoprazole;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2997;tenamfetamine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6843;temocaprilat;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6842;temefos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5174;telisotuzumab vedotin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5908;telenzepine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5673;telcagepant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5672;telbermin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6306;telatinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6841;telapristone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5907;telaglenastat;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4677;tegobuvir;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5514;teclothiazide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2510;teclistamab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6838;technetium tc 99m tiatide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3810;technetium tc 99m tetrofosmin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3576;technetium tc 99m red blood cells;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5670;technetium tc 99m imidodiphosphate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6837;technetium tc 99m etidronate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6839;technetium tc 99m albumin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3461;technetium (99mtc) fanolesomab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6836;tebotelimab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5783;taxillus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3827;tavolimab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4373;tauroursodesoxycholic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6301;tauroselcholic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6835;tauromustine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5322;tasquinimod;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6300;taspoglutide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4273;tasisulam;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6298;tasidotin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3246;taselisib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5452;tas 118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6833;tas 114;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3973;tartaric acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5172;tariquidar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4470;taribavirin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5669;tarextumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3371;taraxacum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4911;tanshinone iia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2796;tannic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5906;tangeretin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4042;tanespimycin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5668;tandutinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2595;tandospirone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2958;tanacetum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3972;tamibarotene;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5706;tamarix spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3854;tamarindus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3826;taltirelin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3949;talniflumate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5058;talipexole;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2061;talc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6831;taiwanofungus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5386;tagetes spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6296;tacedinaline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4844;tabebuia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4138;tabalumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3482;syzygium spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5410;syringa spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3692;symphytum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6295;swietenia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4731;swertia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2289;sutures;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6829;sutilains;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4469;suramin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2898;suplatast tosilate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4519;superoxide dismutase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4883;super oxidised water;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5905;sumanirole;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4843;sulphan blue;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5666;sulisatin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3878;sulfuric acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6360;sulfurated potash;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4543;sulfosalicylic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5321;sulforidazine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4401;sulforaphane;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6827;sulfoniazide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4108;sulfogaiacol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6826;sulfobromphthalein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4305;sulfisomidine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4781;sulfiram;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4730;sulfatinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5904;sulfated oils;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5903;sulfasuccinamide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6825;sulfaproxyline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5665;sulfamethylthiazole;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4542;sulfacitine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5901;sulfacarbamide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3948;sulfabenzamide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6291;suleparoid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6824;sugemalimab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2749;sucrose;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3698;sucralose;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3220;succinic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3450;succimer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5853;subtilisin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4842;styrax spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6377;styphnolobium spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4342;strychnos spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5319;strychnine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5094;strophanthus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4841;strophanthin-k;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6823;strontium acetate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2819;strontium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3585;streptodornase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1891;streptococcus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4080;stomach desiccated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4107;stn-klh vaccine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6128;stillingia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6822;stilbamidine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6821;stigmasterol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5317;stigmastanol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4983;stevia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2359;sterculia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6554;stephania spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4750;stemona spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5360;stellaria spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3763;stearyl alcohol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3381;stearic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1959;starch;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6820;staphylokinase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4263;staphylococcus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4213;stannous chloride;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5220;stachys spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6208;squill oxymel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4579;squaric acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4982;squalene;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4400;squalane;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6287;sprodiamide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4385;spleen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2494;spirulina spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6819;spirilene;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4981;spiperone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4126;spinosad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5141;spinacia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4945;spigelia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5663;spider venom antiserum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6447;sphaeranthus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4627;spebrutinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4446;spatholobus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2297;spartalizumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3750;sparsentan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6404;sparganium spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6745;soysterol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6286;sovaprevir;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3767;sotrastaurin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6239;sorghum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6818;sorbinil;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3408;sorbinicate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4027;sorbic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4586;sophora spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4454;solidago spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4037;solanum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4840;solanezumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2869;sofalcone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2264;sodium sulfide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1163;sodium polystyrene sulfonate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2540;sodium pertechnetate (99m tc);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2573;sodium perchlorate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5450;sodium morrhuate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6817;sodium gold compound of p-dimethylaminop;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2644;sodium fluorophosphate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5449;sodium ferulate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5170;sodium dibunate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6285;sodium citrotartrate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3449;sobuzoxane;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2503;soap;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4053;smilax spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6816;smallanthus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
66;skin care;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6284;sizofiran;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2572;sivelestat;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3174;sitravatinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4785;sitosterols;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3426;sitosterol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4577;sitocalciferol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4159;sisymbrium spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4927;siraitia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6283;siplizumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2519;sintilimab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5660;sinomenine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6282;sinnabidol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5448;sinistrin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6406;sinapis spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5659;simtuzumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4727;simmondsia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4350;simetride;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4802;simaldrate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1404;silybum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5466;silybin phytosome;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5169;silver protein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5900;silver diacetyltannin albuminate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5447;silver acetate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5009;silicic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2883;silicate antiacid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2779;silica gel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3015;silibinin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4152;sida spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5108;siam benzoin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3075;shark-liver oil;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3275;shark cartilage;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6814;setoperone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3649;setiptiline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3553;sesamum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6813;serum, equine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3504;serum, bovine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2129;serrapeptase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2481;serplulimab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2718;serotonin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6385;seriphidium spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2334;serine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4576;seribantumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1432;serenoa spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5658;serabelisib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3947;seproxetine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4979;sepia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6281;sepantronium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
689;senna spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5899;senecio spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6280;sembragiline;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5657;semagacestat;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3584;selonsertib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4026;selicrelumab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6279;seletalisib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4726;selenomethionine (75 se);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5093;selenicereus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2848;segesterone;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6608;sedum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3648;secbutabarbital;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4869;secale spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6811;sd 101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3475;scutellaria spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6278;scutellarein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4926;scrophularia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4725;scorpion venom antiserum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4550;scopolia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5726;scleromitrion spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6541;scleranthus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2437;schoenocaulon spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3544;schizonepeta spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3635;schisandra spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6810;schinus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5716;schefflera spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3173;savolitinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6809;sauropus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6277;sasa spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4508;sarracenia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2072;sarpogrelate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4909;saroglitazar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5715;sargentodoxa spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4372;sarcosine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5184;sarcolactic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4839;saracatinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3543;saposhnikovia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5446;saponin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6362;saponaria spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4626;sapitinib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4399;sapanisertib;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5056;sapacitabine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5583;santonin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6430;santalum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6808;sanicula spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4041;sanguisorba spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5898;sanguinarine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6276;sanguinaria spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
2639;sanactase;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2981;sambucus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6275;samatasvir;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6807;samarium sodium disulfosalicylate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3399;salvia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6494;salverine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3387;salix spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6274;salicylhydroxamic acid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6273;salicylanilide;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5897;salicyl alcohol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5315;salacia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
5896;safrazine;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6806;sacubitrilat;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4897;saccharum spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
1506;saccharomyces spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
1919;saccharin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6805;saccharide isomerate;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6804;sabatia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6803;s 3304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6272;ruzasvir;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5704;ruta spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3778;ruscus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
3230;ruscogenin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3615;rumex spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
4272;rubus spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
6802;ruboxistaurin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
6271;rubitecan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4810;rubia spp;NA;Z;NA;NA;NA;NA;NA;NA;NA;NA
